Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2013-11-30,1023.27,1122.33,1009.57,1054.98,104777716
2013-12-31,1052.16,1052.16,977.32,1005.35,109922990
2014-01-31,1010.21,1050.29,981.18,1044.61,108790498
2014-02-28,1045.14,1126.03,991.04,1017.15,132679769
2014-03-31,1008.82,1068.89,990.95,1038.63,153146931
2014-04-30,1034.29,1063.11,1014.87,1046.08,73250868
2014-05-31,1055.17,1075.68,1029.09,1056.8,120490222
2014-06-30,1053.88,1079.48,1033.16,1033.16,96443215
2014-07-31,1028.39,1100.36,1004.09,1100.36,107955690
2014-08-31,1098.09,1160.59,1060.8,1127.9,89288189
2014-09-30,1126.08,1225.91,1126.08,1203.56,109832739
2014-10-31,1212.35,1212.35,1046.8,1076.17,191023611
2014-11-30,1062.11,1074.72,997.04,1029.07,82819592
2014-12-31,1031.75,1032.09,914.02,924.52,111916289
2015-01-31,925.78,991.76,874.2,990.77,99642970
2015-02-28,981.9,1071.94,954.72,1070.21,140861367
2015-03-31,1069.41,1069.41,1002.66,1039.92,70982740
2015-04-30,1040.42,1112.84,1039.38,1095.42,84114910
2015-05-31,1086.38,1125.73,1066.93,1113.25,80877309
2015-06-30,1117.98,1117.98,964.86,968.1,83827011
2015-07-31,972.59,1005.21,904.65,969.21,96265820
2015-08-31,975.03,982.06,861.47,861.81,143790847
2015-09-30,855.72,933.42,853.76,883.13,268905140
2015-10-31,872.69,912.41,851.26,863.85,122232889
2015-11-30,865.34,872.45,808.18,826.66,102977907
2015-12-31,818.88,822.98,763.83,807.99,204859132
2016-01-31,799.04,813.36,764.05,813.36,189829461
2016-02-29,812.92,827.1,761.35,791.78,257019731
2016-03-31,780.26,842.5,746.6,824.73,209810663
2016-04-30,807.55,817.83,780.05,780.05,62343187
2016-05-31,781.73,783.17,725.59,725.59,61278184
2016-06-30,718.15,743.55,673.67,676.23,62771133
2016-07-31,674.5,747,660.37,715.73,73847294
2016-08-31,716.38,731.99,689.07,722.92,45156131
2016-09-30,715.57,797.86,712.99,793.04,57127175
2016-10-31,795.09,803.37,732.99,743.86,61280777
2016-11-30,739.76,742.97,683.97,720.81,52711450
2016-12-31,713.4,730.02,689.26,730.02,73906937
2017-01-31,730.49,752.49,712.35,716.36,59930610
2017-02-28,718.72,728.2,669.78,671.01,148474224
2017-03-31,673.31,704.15,663.27,683.57,98533909
2017-04-30,684.79,690.65,659.03,682.5,53839841
2017-05-31,685.9,740.24,672.32,716.85,73844663
2017-06-30,715.22,742.27,699.94,713.4,78888503
2017-07-31,715.6,757.59,702.21,746.19,102558667
2017-08-31,747.62,780.94,735.09,771.69,82899747
2017-09-30,770.86,776.78,738.31,745.25,77313379
2017-10-31,746.04,755.01,712.44,750.66,100495320
2017-11-30,751.16,761.67,724.27,735.39,86228528
2017-12-31,737.73,762.52,717.91,745.44,74690907
2018-01-31,751.23,766.24,737.2,748.32,56694026
2018-02-28,751.17,754.08,703.56,724.65,56683270
2018-03-31,720.1,759.69,700.89,744.34,72811930
2018-04-30,741.22,755.6,718.2,731.12,39218659
2018-05-31,727.8,740.46,673.48,681.11,52743657
2018-06-30,680,697.74,627.55,651.38,65985330
2018-07-31,642.3,652.67,612.43,646.26,50797024
2018-08-31,647.6,648.81,607.48,623.68,68897636
2018-09-30,623.39,628.2,585.79,597.45,80376380
2018-10-31,602.87,609.43,567.76,571.93,60486180
2018-11-30,576.26,602.78,562.69,589.5,79104768
2018-12-31,595.01,642.49,594.05,619.93,64377999
2019-01-31,614.24,676.19,612.21,675.2,66275881
2019-02-28,674.77,702.1,664.57,685.63,50180394
2019-03-31,690.06,715.9,668.68,691.4,66527896
2019-04-30,702.64,715.07,682.92,703.85,37459824
2019-05-31,707.93,720.31,668.98,720.31,61756179
2019-06-30,717.75,914.62,711.22,873.44,111566975
2019-07-31,890.76,901.66,850.4,875.98,55980022
2019-08-31,871.74,887.25,790.27,860.98,56287628
2019-09-30,868.17,870.22,741.43,755.55,67253595
2019-10-31,750.62,828.49,737.33,815.17,45200579
2019-11-30,826.15,856.18,819.51,854.3,20606369
