Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2018-07-31,2327.84,2456.64,2295.98,2421.92,117661026
2018-08-31,2427.26,2430.61,2172.05,2223.67,130344429
2018-09-30,2220.3,2263.54,2032.01,2208.13,242023570
2018-10-31,2205.52,2370.83,2186.57,2315.16,183686059
2018-11-30,2335.37,2722.05,2307.1,2661.37,203840192
2018-12-31,2678.45,2795.46,2356.91,2410.68,248303617
2019-01-31,2404.46,2750.3,2384.84,2740.69,172389648
2019-02-28,2740.85,2851.12,2660.64,2671.46,115268572
2019-03-31,2684.83,2706.19,2329,2335.91,158462289
2019-04-30,2351.75,2383.93,2162.71,2174.6,162669340
2019-05-31,2189.28,2204.31,2022.26,2144.19,191993741
2019-06-30,2153.5,2322.58,2020.88,2239.32,199509772
2019-07-31,2274.71,2368.66,2077.41,2087.68,200102729
2019-08-31,2081.16,2149.63,1827.36,1917.64,138827289
2019-09-30,1922.91,2106.35,1895.67,1946.72,120440621
2019-10-31,1948.08,2058.68,1889.69,1973.8,114813137
2019-11-30,1984.81,2272.04,1984.81,2100.94,98839244
