Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2014-03-31,3565.92,3794.94,3484.77,3769.59,41144404
2014-04-30,3779.15,3800.03,3597.56,3679.54,17246201
2014-05-31,3686.28,3755.16,3542.2,3699.44,20491588
2014-06-30,3734.12,3831.47,3658.28,3693.72,17934437
2014-07-31,3667.97,3767.06,3522.92,3670.21,12070701
2014-08-31,3659.49,3870.86,3523.23,3834.56,9451555
2014-09-30,3869.23,4194.54,3791.35,4169.71,17028731
2014-10-31,4132.41,4173.63,3917.39,3970.22,21341827
2014-11-30,3974.31,4002.6,3793.33,3907.4,15041578
2014-12-31,3868.18,4010.91,3840.32,3840.32,14495865
2015-01-31,3858.56,4037.76,3800.87,3991.95,17566865
2015-02-28,3979.24,4047.31,3817.79,4047.31,10128392
2015-03-31,4037.56,4233.71,3964.7,4090.16,28597960
2015-04-30,4085.73,4156.11,3996.1,4104.2,13290434
2015-05-31,4081.65,4248.52,4054.58,4170.93,14526923
2015-06-30,4174.84,4321.3,4066.39,4204.91,15467272
2015-07-31,4216.89,4282.72,4076.46,4196.12,26819940
2015-08-31,4182.85,4219.4,3892.82,4119.12,15544103
2015-09-30,4105.6,4331.99,4088.82,4292.52,11845051
2015-10-31,4281.66,4596.65,4268.79,4507.56,11815778
2015-11-30,4537.8,4694.61,4444.93,4444.93,13323383
2015-12-31,4484.94,4491.45,3821.95,3942.07,18486701
2016-01-31,3972.43,4002.68,3739.09,3988.99,11633869
2016-02-29,4005.85,4275.77,3931.99,4202,10643974
2016-03-31,4184.09,4503.3,4132.25,4437.18,14471489
2016-04-30,4398.51,4523.83,4256.3,4464.54,9155769
2016-05-31,4491.4,4498.75,4162.83,4224.46,10778931
2016-06-30,4234.9,4234.9,3868.64,4156.73,13827282
2016-07-31,4119.29,4524.58,4025.38,4394.42,11725570
2016-08-31,4453.46,4572.63,4350.44,4533.85,8647628
2016-09-30,4550.02,4724.83,4421.03,4536.28,10433518
2016-10-31,4557.11,4626.78,4393.41,4497.22,7427937
2016-11-30,4434.68,4535.49,4233.25,4455.29,13127289
2016-12-31,4388.89,4608.74,4308.85,4561.93,16229258
2017-01-31,4559.67,4918.88,4514.05,4857.26,2811595
2017-02-28,4857.56,5113.42,4835.73,5113.42,3765455
2017-03-31,5162.54,5380.52,4976.82,5167.54,4021707
2017-04-30,5139.85,5179.29,4958.56,5176.43,2377165
2017-05-31,5178.83,5290.19,4802.32,5290.19,3697807
2017-06-30,5246.95,5256.95,5065.65,5126.77,8915891
2017-07-31,5164.01,5252.47,5036.23,5233.79,6184843
2017-08-31,5183.85,5284.67,5038.79,5171.14,4498973
2017-09-30,5139.62,5143.91,4769.14,4887.6,3976889
2017-10-31,4924.75,4924.75,4557.18,4675.89,3787040
2017-11-30,4647.16,4746.9,4521.24,4746.9,3678627
2017-12-31,4727.39,4886.8,4577.92,4791.34,4676173
2018-01-31,4804.58,5017.74,4655.16,5001.96,14875618
2018-02-28,5036.22,5135.22,4840.31,4917.78,5841903
2018-03-31,4928.05,5127.39,4866.88,5031.1,5326943
2018-04-30,5039.14,5273.25,4852.5,5111.79,3272307
2018-05-31,5165.85,5261.8,5027.07,5183.37,3417425
2018-06-30,5215.13,5245.65,4722.05,4845.23,2937238
2018-07-31,4835.46,4996.49,4568.08,4745.17,4510942
2018-08-31,4726.89,5142.11,4616.35,5073.44,2336743
2018-09-30,5098.52,5099.01,4340.9,4524.72,2177739
2018-10-31,4525.47,4681.44,4426.06,4587.9,1179514
2018-11-30,4582.15,4682.97,4314.33,4531.49,1644916
2018-12-31,4609.5,4725.61,4459.64,4513.06,2767571
2019-01-31,4542.91,4850.52,4420.49,4850.52,2209042
2019-02-28,4856.96,5068.33,4780.21,4829.47,3839465
2019-03-31,4804.16,5048.72,4746.6,4953.9,3866524
2019-04-30,5004.21,5191.72,4917.32,5105.05,3197166
2019-05-31,5058.59,5108.05,4692.18,4936.08,3026763
2019-06-30,4938.62,5322.59,4895.26,5312.94,2885765
2019-07-31,5363.98,5433.22,5069.72,5239.35,3211959
2019-08-31,5266.42,5296.66,4959.96,5061.23,1538699
2019-09-30,5083.51,5205.8,4934.24,5205.8,1472122
2019-10-31,5314.96,5316.86,4871.03,5025.83,1824067
2019-11-30,5028.18,5263.01,5008.98,5263.01,1228019
